rxcui,og_score,og_query,rxnorm_concept,new_score,new_score_ord
9853.0,100,na,sodium,0,0
2388368.0,75,varicella-zoster vaccine nos,,0,0
323342.0,50,cartinex,Clarinex,62,62
11416.0,25,oriental botanical zinc excel,zinc,13,13
6754.0,75,petidin,meperidine,60,60
2184116.0,50,amlod/benazep,amlodipine benzoate,47,47
203245.0,50,dexaven,Depakene,50,50
240628.0,56,vitamin b-c-e w/folic acid/biotin oral 1.0 mg capsule,,0,0
218337.0,100,methadon hcl,methadone hydrochloride,52,52
309325.0,33,opti-cleanse,,0,0
2418.0,67,calcit vitamin d3,cholecalciferol,11,11
368302.0,25,blinded zomaril tablet,zolmitriptan Oral Tablet [Zomig],31,28
1013930.0,88,clonidine 0.1 mg extended-release tablet,12 HR clonidine hydrochloride 0.1 MG Extended Release Oral Tablet,52,26
10582.0,100,levact,levothyroxine,23,23
9853.0,100,na,sodium,0,0
,0,tablet,,0,0
203204.0,75,ibupropion,bupropion hydrochloride,34,34
1305651.0,100,bergamot oil,bergamot oil,100,100
4337.0,50,fentanyl patch,fentanyl,57,57
82110.0,50,tramadol/apa,tramadol hydrochloride,36,18
217508.0,100,hemocyte-f,Hemocyte-F,80,80
727347.0,67,epipen autoinjector 0.3 mg 2 pak,NDA019430 0.3 ML epinephrine 1 MG/ML Auto-Injector [Epipen],22,38
105899.0,80,naprosyn sodium 500 mg tablet,naproxen 500 MG Oral Tablet [Naprosyn],31,28
693294.0,33,thoracic radiotherapy,,0,0
378712.0,75,acetaminophen\tramadol hydrochloride oral,acetaminophen / tramadol Oral Tablet,53,17
615106.0,67,sodium chloride 0.9 1l bolus,sodium chloride 0.154 MEQ/ML,64,64
392645.0,38,urorec 8 mg g?lule,heparinoids 0.008 MG/MG Topical Ointment,20,17
9853.0,100,na,sodium,0,0
197818.0,80,indomethacin oral 50 mg,indomethacin 50 MG Oral Capsule,54,25
,0,capsule,,0,0
374167.0,67,torem tablet,toremifene Oral Tablet,50,50
751068.0,50,mepilex,,0,0
618554.0,25,furix takeda pharma ab tablet,fusidate Oral Tablet,48,31
5492.0,100,hydrocortisone succinate,hydrocortisone,58,58
928.0,100,tricyclic antidepressant,,0,0
5470.0,50,hydraline,hydralazine,81,81
1736292.0,33,pure vit dual fe plus,,0,0
332128.0,40,lorazepam 2 mg rx c798629 5 057 mylan 777,lorazepam 2.5 MG,31,31
11253.0,67,mvi vit d,vitamin D,33,33
203221.0,33,untransdermal contraceptive,,0,0
1165947.0,67,abilify injection,Abilify Injectable Product,50,50
313653.0,43,oral 15000.0 iu,vitamin A 15000 UNT Oral Tablet,25,25
1433909.0,50,sinemet sr,,0,0
885511.0,100,tramadol hcl er,,0,0
731428.0,13,nichistate,,0,0
89013.0,100,aripiprazole,aripiprazole,100,100
104728.0,100,chlorpromazine hydrochloride,chlorpromazine hydrochloride,100,100
352964.0,75,sf 5000 plus cream,,0,0
164423.0,25,mepifylline,lomifylline,72,72
9853.0,100,na,sodium,0,0
285246.0,50,platamine,plantain preparation,35,35
2054579.0,100,liothyronine sodium tablet,,0,0
7994.0,50,pentamidine isethionat,pentamidine,50,50
5487.0,100,hydrochlorothiazide,hydrochlorothiazide,100,100
330037.0,75,methylprednisolone 40 mg iv,methylprednisolone 40 MG,81,81
253146.0,100,amphetamine/dextroampheta,amphetamine / dextroamphetamine,80,77
240698.0,75,sodium fluoride oral 5.0 ml mouthwash,sodium fluoride 0.5 MG/ML Mouthwash,70,45
866924.0,75,metoprolin oral 25.0 mg tablet,metoprolol tartrate 25 MG Oral Tablet,56,35
9344.0,50,ribavirin ratiopharm,ribavirin,45,45
316555.0,25,meq,potassium chloride 8 MEQ,8,4
202750.0,50,belodin,Betadine,50,50
370564.0,100,amiloride hydrochloride oral tablet,amiloride Oral Tablet,54,20
1008676.0,57,ascorbic acid echinacea purpurea zinc citrate gluconate,ascorbic acid / zinc citrate,49,43
337521.0,50,agasten,Avastin,57,57
995258.0,71,hydroxyzine hydrochloride/adipam oral 25.0 mg tablet,hydroxyzine hydrochloride 25 MG Oral Tablet,67,28
253174.0,33,unspecified medication as nebulizer,,0,0
316135.0,67,letrozol su n 2.5 mg,letrozole 2.5 MG,65,45
1425974.0,25,laxiclear,Opticlear,66,66
197528.0,100,clonazepam tablet 1 mg,clonazepam 1 MG Oral Tablet,44,22
352990.0,25,suboxone transplacental 16 mg,Suboxone,24,24
9853.0,100,na,sodium,0,0
9853.0,100,na,sodium,0,0
723639.0,75,isosorbide mon er,,0,0
216096.0,100,cloderm,Cloderm,85,85
71486.0,67,venastat dietary supplement,,0,0
40790.0,75,pantorazole,pantoprazole,91,91
82978.0,25,mcp,,0,0
216385.0,50,debridat,,0,0
2204919.0,50,brolucizumab intraocular solution for injection,brolucizumab Injection,44,27
248656.0,86,azithromycin 500 mg film-coated tablet,azithromycin 500 MG Oral Tablet,65,18
376784.0,75,oxygen respiratory inhalation gas,oxygen Gas for Inhalation,60,45
93204.0,50,magnesium verla 400,Mag-Ox 400,31,31
897558.0,67,cinnamon plus chromium,,0,0
2169801.0,50,alphalipoic acid,,0,0
2068.0,50,diabete meter,carbutamide,30,30
791977.0,33,spiro comp,,0,0
1992276.0,80,clobetasol propionate foam 0.05,,0,0
309641.0,67,multiple vitamin 1 tab po daily,,0,0
1173112.0,50,depo inj,Depo-Provera Injectable Product,19,19
810096.0,13,norgest/ethl oral tablet,{7 (ethinyl estradiol 0.01 MG Oral Tablet) / 84 (ethinyl estradiol 0.02 MG / levonorgestrel 0.1 MG Oral Tablet) } Pack,16,13
865577.0,44,tiparol retard oral sustained release tablet,metoprolol Extended Release Oral Tablet [Toprol],25,25
8339.0,50,piperacilina + tazobactam,piperacillin,40,40
261551.0,50,insulina lantus,Lantus,33,33
1540053.0,50,vitamine b1 b6 bayer,,0,0
1544850.0,50,naloxone hydrochloride\oxycodone hydrochloride  50.0 mg,naloxone 0.7 MG,21,21
858068.0,100,colcry,Colcrys,71,71
7812.0,50,oxymetazoline hydrochloride respiratory,oxymetazoline,33,33
9853.0,100,na,sodium,0,0
216182.0,33,comtrex,,0,0
313581.0,70,venlafaxine hydrochloride oral 150.0 mg prolonged-release capsule,24 HR venlafaxine 150 MG Extended Release Oral Capsule,33,52
407838.0,67,ortho-cyclen-28,,0,0
607903.0,80,vitamin b 12 folic acid,,0,0
11177.0,100,verse,,0,0
9853.0,100,na,sodium,0,0
370635.0,75,triamt hctz oral tablet,hydrochlorothiazide Oral Tablet,41,25
9853.0,100,na,sodium,0,0
1726980.0,50,kalma,Kanuma,50,50
161.0,50,hydrocodone-acetominophen,acetaminophen,48,48
617716.0,100,emsam,Emsam,80,80
992780.0,40,100 ug,miconazole nitrate 100 MG Vaginal Insert,12,12
899412.0,46,crab allergenic extract 1:20 w/v 10 ml,crab allergenic extract 50 MG/ML Injectable Solution,53,36
46043.0,100,alfuzosin,alfuzosin hydrochloride,39,39
483872.0,50,activin,,0,0
4230.0,100,eye drop,,0,0
370622.0,67,atovaquone susp,atovaquone Oral Suspension,53,19
813233.0,33,16 strain probiotic,,0,0
178.0,38,acetosal cardio,acetone,33,33
1361600.0,50,lanta,,0,0
751618.0,100,nebivolol oral 2.5 mg tablet,nebivolol 2.5 MG Oral Tablet,57,25
203447.0,6,phillip 's colon helalth,Healon,12,12
615081.0,25,aveda thicking conditioner,,0,0
9853.0,100,na,sodium,0,0
598222.0,25,asthma inhaler,,0,0
9853.0,100,na,sodium,0,0
1152762.0,67,clarithromycin oral,clarithromycin Oral Product,66,33
795082.0,50,cimiva,Cimzia,50,50
204318.0,100,disalcid,Disalcid,87,87
349201.0,83,valsartan oral 160.0 mg tablet,valsartan 160 MG Oral Tablet,56,80
598022.0,100,zmax,Zmax,75,75
82122.0,75,levafloxacin,levofloxacin,91,91
71722.0,100,docusate sodium,docusate sodium,100,100
594040.0,33,diphenoxylate/atropine 4 x daily prn,atropine / diphenoxylate,25,36
3255.0,100,desoximeta,desoximetasone,71,71
9853.0,100,na,sodium,0,0
392643.0,100,tramadol?apap,,0,0
317367.0,80,estradiol 0.05 mg,ethinyl estradiol 0.05 MG,60,60
134748.0,50,ra senna,rasagiline,30,30
1745829.0,50,vitron-c with iron,,0,0
388615.0,100,capsule soft,,0,0
72962.0,100,docetaxel,docetaxel,100,100
865155.0,100,bisoprolol fumarate oral 2.5 mg tablet,bisoprolol fumarate 2.5 MG Oral Tablet,68,23
2372088.0,100,aerius,,0,0
1046389.0,75,vick nyquil cold + flu,,0,0
330298.0,50,biogenesis tri magnesium 300 mg,magnesium carbonate 300 MG,38,38
856768.0,43,amitryptiline 12.g mg po daily,amitriptyline hydrochloride 12.5 MG,37,48
1540053.0,50,flintstone vitamin,,0,0
1367179.0,50,clopivo,clopidol,75,75
,0,oral 5.0 ml,,0,0
314200.0,50,pantoprazole ranbaxy 40 mg comprime gastro-resistant,pantoprazole 40 MG Delayed Release Oral Tablet,36,32
1791587.0,100,ifosfamide injection,ifosfamide Injection,95,15
1674783.0,50,device,,0,0
1655960.0,60,methotrexate 25 mg/ml 2 ml vial mdv hospira,2 ML methotrexate 25 MG/ML Injection,34,30
260376.0,67,hytrin terazosin oral 10 mg,terazosin 10 MG Oral Capsule,25,64
374757.0,44,aspirin\caffeine\dihydrocodeine bitartrate oral 15.0 gtt drop,aspirin / caffeine / dihydrocodeine Oral Capsule,49,29
646470.0,100,omega-3 fatty acid oral 1000 mg capsule,,0,0
1812269.0,50,atromycin,Agrimycin,66,66
1536485.0,50,pudilan,Purixan,57,57
1721311.0,57,flukonazol roztw?r do infuzji 2mg/ml  solution for infusion,,0,0
10485.0,100,tioguanina,thioguanine,81,81
317438.0,100,nifedipine 60 mg,nifedipine 60 MG,87,87
61148.0,100,growth hormon,somatropin,23,23
1954720.0,50,ab,,0,0
84857.0,100,anastrozole,anastrozole,100,100
1297046.0,67,claritin chewable,Claritin Chewable Product,60,60
979487.0,67,cozaar 25 mg film-coated tablet,losartan potassium 25 MG Oral Tablet [Cozaar],24,26
317404.0,43,copper or levonorgestrel 1.0 df,levonorgestrel 0.1 MG,54,54
2003974.0,67,multivitamin + mineral supplement,,0,0
1314195.0,100,human immunoglobulin m,"immunoglobulin M, human",43,78
35406.0,100,vitamin a,vitamin A palmitate,47,47
2045236.0,57,potassium chloride transplacental 1200.0 mg capsule,potassium chloride 1200 MG,47,47
6404.0,100,flaxseed oil,linseed oil,75,75
5720.0,100,immunoglobuline,,0,0
1801279.0,63,cholestyramine-aspartame oral 4 g powder,Sugar-Free cholestyramine resin 4000 MG Powder for Oral Suspension,33,22
1861401.0,50,32.4 g,,0,0
723832.0,57,ultra glucosamine plus oral 1500 mg,glucosamine hydrochloride 1500 MG Oral Tablet,31,31
884700.0,13,kalcipos-d forte 500 mg/800 ie,ecallantide 10 MG/ML [Kalbitor],9,12
617311.0,89,atorvastatin calcium oral 40.0 mg film-coated tablet,atorvastatin 40 MG Oral Tablet,46,25
398335.0,100,xyzal,Xyzal,80,80
73891.0,50,black currantseed oil,black currant oil,80,80
1298910.0,46,molsiton oral 0.5 df tablet,molindone hydrochloride 5 MG Oral Tablet,40,17
1309780.0,33,java brucea,Clerodendranthus spicatus leaf extract,13,18
203160.0,100,losartan pot,losartan potassium,66,66
11251.0,67,vit b comple,vitamin B complex,64,64
283562.0,75,esmoprazole mag,esomeprazole magnesium,63,63
669547.0,33,melaleuca cell wise,,0,0
220672.0,100,unisom,Unisom,83,83
219358.0,67,premarin vaginal cream,,0,0
1921872.0,40,flintstone mvi tablet,,0,0
9796.0,50,dimeticon simeticone,simethicone,45,45
217806.0,100,isolyte s,Isolyte S,77,77
213361.0,58,remacaid intravenous 100 mg,infliximab 100 MG Injection [Remicade],13,28
372613.0,92,lisinopril and hydrochlorthiazide tablet,hydrochlorothiazide / lisinopril Oral Tablet,22,54
1430772.0,30,garden of life blood builder oral,,0,0
30236.0,100,morphine,morphine sulfate,50,50
349594.0,80,atomoxetine oral 40 mg,atomoxetine 40 MG Oral Capsule,53,20
644799.0,25,stomatitis mundspullosung oral,,0,0
1433764.0,100,tbo filgrastim,tbo-filgrastim,92,42
9853.0,100,na,sodium,0,0
1431054.0,100,estrogen progesterone,,0,0
596.0,50,alprazoloe,alprazolam,80,80
259486.0,67,loxoprofen sodium,loxoprofen sodium dihydrate,62,62
198369.0,100,torsemide oral 10 mg tablet,torsemide 10 MG Oral Tablet,59,85
310431.0,63,gabapentin 300 mg capsule oral 2.0 df,gabapentin 300 MG Oral Capsule,51,45
875807.0,44,calcium chloride\dextrose monohydrate\magnesium chloride\sodium bicarbonate\sodium lactate intraperitoneal 2000 ml solution for peritoneal dialysis,calcium chloride / glucose / lactate / magnesium chloride / sodium chloride Intraperitoneal Solution,47,36
1091.0,67,l-arginine complete,arginine,42,42
800474.0,36,intraperitoneal 1 l solution for peritoneal dialysis,calcium chloride 0.000996 MEQ/ML / glucose 0.6 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution [Dianeal Low Calcium 1.5],15,16
9853.0,100,na,sodium,0,0
82728.0,100,zoloft,Zoloft,83,83
353316.0,33,metabolism,,0,0
47802.0,50,leucocyte,,0,0
161.0,50,paracetamol perfalgan,acetaminophen,38,38
225030.0,25,staybla,Monopril,0,0
216511.0,100,detrol,Detrol,83,83
151839.0,38,halodol tropfen,Haldol,33,33
320864.0,50,questor,Crestor,71,71
10601.0,50,timoptic eyedrop,Timoptic,43,43
1098581.0,100,mediplast,Mediplast,88,88
1595042.0,50,"epinephrine 1:200,000",1.7 ML epinephrine 0.005 MG/ML / prilocaine hydrochloride 40 MG/ML Cartridge,18,19
26225.0,50,ondansetron kabi,ondansetron,68,68
285129.0,100,glyburide-metformin hydrochloride,glyburide / metformin,48,48
262485.0,50,aromadex,Arimidex,62,62
284663.0,100,aviane 28,,0,0
90176.0,100,iron,iron,100,100
142133.0,100,dothiepine hydrochloride,dothiepin hydrochloride,95,95
1247273.0,50,biolaif,BioGaia,57,57
198142.0,100,prednisolone 5 mg tablet,prednisolone 5 MG Oral Tablet,72,27
261547.0,50,generic keppra,Keppra,35,35
8373.0,100,pizotifen,pizotyline,60,60
9853.0,100,na,sodium,0,0
2670.0,75,coldrin,codeine,57,57
1482675.0,25,diruertic,Diaderm,33,33
197313.0,100,acyclovir 800 mg tablet,acyclovir 800 MG Oral Tablet,71,25
636267.0,83,tylenol cold plus head congestion severe,,0,0
214427.0,100,potassium citrate?citric acid,citric acid / potassium citrate,16,90
2275238.0,100,mylanta,,0,0
26420.0,50,haloperidol decanoate,haloperidol decanoate,100,100
196458.0,100,pepcide,Pepcid,71,71
52582.0,50,5?aminosalicylic acid,mesalamine,23,23
1659131.0,53,piperacillin/tacobactam 2.25gm iv,piperacillin 2000 MG / tazobactam 250 MG Injection,52,52
349401.0,83,olmesartan oral 20.0 mg tablet,olmesartan medoxomil 20 MG Oral Tablet,60,23
151508.0,100,chloromycetin,,0,0
283406.0,83,mirtazapine oral 15 mg orodispersible tablet,mirtazapine 15 MG Disintegrating Oral Tablet,45,25
1020477.0,80,diphenhydramine hydrochloride  50.0 mg capsule,diphenhydramine hydrochloride 50 MG Oral Capsule,81,68
1427619.0,33,various allergy shot,,0,0
1665046.0,40,ceftriaxone add vial 2 g,ceftriaxone 2000 MG Injection,44,24
314229.0,83,sildenafil citrate oral 100.0 mg tablet,sildenafil 100 MG Oral Tablet,53,43
236279.0,100,devil 's claw root,devil's claw preparation,58,41
1736540.0,50,esmolol hydrochloride intravenous drip injection,esmolol Injection,33,20
197806.0,67,ibuprofen oral 600.0 mg,ibuprofen 600 MG Oral Tablet,42,25
26225.0,50,ondansetron an,ondansetron,78,78
4419.0,75,omega fish oil,fish oils,50,57
4018.0,67,vitamin b12,ergocalciferol,14,7
236665.0,100,black cohosh,black cohosh extract,60,60
83395.0,75,sequinavir,saquinavir,90,90
37744.0,100,ferrum hausmann,teferrol,13,13
2056253.0,80,amoxicillin\clavulanate potassium oral,,0,0
10391.0,50,dimethocaine,tetracaine,58,58
4501.0,33,hydroxz pam,flurazepam,45,45
617318.0,63,liponorm  oral 20 mg film-coated tablet,atorvastatin 20 MG Oral Tablet [Lipitor],17,30
812178.0,100,multivitamin  oral tablet,,0,0
220372.0,100,transderm-scop,Transderm Scop,78,21
196487.0,50,pulmicort spray,Pulmicort,53,53
1665473.0,43,oral 6.0 g granule,uridine triacetate 2000 MG Oral Granules [Xuriden],24,22
25190.0,100,fluphenazine hydrochloride,fluphenazine decanoate,65,19
18346.0,50,hct aaa,artesunate,20,20
751532.0,21,pantorc compresse gastroresistenti 20 mg,,0,0
1374.0,75,terazid,benserazide,54,54
2112493.0,40,norgesic orphenadrine citrate;paracetamol,,0,0
134774.0,50,remuran,Remeron,57,57
1112365.0,100,buffer lidocaine,,0,0
9853.0,100,na,sodium,0,0
53557.0,13,natalben plus,Navelbine,30,30
371267.0,100,carbidopa\levodopa tablet,carbidopa / levodopa Oral Tablet,71,31
5487.0,50,hctz/traim,hydrochlorothiazide,26,26
2054709.0,80,acetaminophen dextromethorphan hydrobromide and phenylephrine hydrochloride,,0,0
216836.0,50,ear wax remv dro,,0,0
374146.0,100,tizanidine hydrochloride  tablet,tizanidine Oral Tablet,59,59
214182.0,100,acetaminophen + hydrocodone,acetaminophen / hydrocodone,96,96
3392.0,100,diflucortolone,diflucortolone,100,100
312086.0,94,odansetron hcl 8 mg tablet,ondansetron 8 MG Oral Tablet,64,32
9853.0,100,na,sodium,0,0
9853.0,100,na,sodium,0,0
849094.0,75,dextroamphetamine sulfate er,,0,0
607020.0,71,lyribear oral 150.0 mg capsule,pregabalin 150 MG Oral Capsule [Lyrica],28,41
1537456.0,43,minerals\vitamin  1.0 df,vitamin K2 0.1 MG,37,41
1798389.0,33,fluxum 4.250 u.i solution for injection,"1 ML heparin sodium, porcine 5000 UNT/ML Prefilled Syringe",15,22
315608.0,92,cephalaxin 500 mg,cephalexin 500 MG,82,58
9853.0,100,na,sodium,0,0
36676.0,100,sodium hydrogencarbonate,sodium bicarbonate,66,66
21241.0,50,clobazam atnahs,clobazam,53,53
856364.0,57,trazodone hydrochloride oral 25.0 mg tablet,trazodone hydrochloride 150 MG Oral Tablet,72,37
7646.0,100,omepral,omeprazole,70,70
236058.0,100,cefepime,cefepime hydrochloride,36,36
153165.0,75,lipitur,Lipitor,71,71
9853.0,100,na,sodium,0,0
724910.0,100,bupropion hcl xl,,0,0
1895.0,100,calcium d3,calcium,70,70
24947.0,50,vitamin nos/ferrous sulfate,ferrous sulfate,55,55
6825.0,75,endiex,metharbital,18,18
208097.0,100,carafate tablet 1 g,sucralfate 1000 MG Oral Tablet [Carafate],31,29
812450.0,50,port for chemo,,0,0
237076.0,67,otc prenatal vitamin,,0,0
896209.0,70,fluticasone propionate\salmeterol xinafoate inhalation 250 ug powder,60 ACTUAT fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,37,23
215199.0,67,aluminium and magnesium,,0,0
2059509.0,75,ginseng root powder,,0,0
103990.0,100,levodopa-carbidopa hydrate,carbidopa / levodopa,26,34
2193.0,75,ceftrizaxone,ceftriaxone,91,91
1811462.0,67,valacyclovir hydrochloride oral 1.0 g,,0,0
8156.0,100,phenylalanine,phenylalanine,100,100
332686.0,67,budesonide almus 1.0 mg,budesonide 0.1 MG/ACTUAT,45,41
898551.0,57,men one-a-day multivitamin,,0,0
1791736.0,45,fluorouracil intravenous bolus 636.0 mg solution for injection,20 ML fluorouracil 50 MG/ML Injection,29,20
,0,nobistar,,0,0
4301.0,100,omega 3 acid,omega-3 fatty acids,57,42
46043.0,100,alfuzosin hcl,alfuzosin hydrochloride,56,56
9853.0,100,na,sodium,0,0
2110211.0,57,acai berry oral capsule,,0,0
371851.0,63,dihydroxyaluminum sodium carbonate  2.0 df chewable tablet,dihydroxyaluminum sodium carbonate Chewable Tablet,82,48
82079.0,25,highmol,Rythmol,57,57
262109.0,50,cetaphil daily facial moisturizer,,0,0
308416.0,60,bayer 81 mg enteric aspirin any size oral tablet,aspirin 81 MG Delayed Release Oral Tablet,37,20
1364477.0,31,teduglutide subcutaneous 0.14 ml,teduglutide 5 MG Injection [Gattex],40,37
221124.0,100,metoprolol,metoprolol succinate,50,50
630208.0,100,albuterol neb soln 0.083,albuterol 0.83 MG/ML Inhalation Solution,35,27
1368875.0,50,geratol,geraniol,75,75
800064.0,47,dianeal pd-4 peritoneal dialysis solution with 2.5 w_v glucose low ca,calcium chloride 0.00014 MEQ/ML / glucose 1 MG/ML / magnesium chloride 0.0000245 MEQ/ML / sodium chloride 0.00368 MEQ/ML / sodium lactate 0.0016 MEQ/ML Intraperitoneal Solution [Dianeal PD-2/2.5],15,17
2049171.0,67,migraine headache relief,,0,0
8704.0,75,prochlorprazine maleate,prochlorperazine,60,60
1293099.0,80,senna leaf tea oral,,0,0
310346.0,57,finasterid sandoz oral 5.0 mg,finasteride 5 MG Oral Tablet,51,13
563812.0,60,zofran 4 mg inj,ondansetron 4 MG [Zofran],28,24
258987.0,67,channel blocker,,0,0
852897.0,75,combination amlodipine/valsa/hctz,amlodipine / hydrochlorothiazide / valsartan,29,34
1598473.0,50,centrum multigummie adult 50 +,,0,0
200371.0,70,citaloprol oral 20 mg,citalopram 20 MG Oral Tablet,46,35
202488.0,100,motrin,Motrin,83,83
1012404.0,63,bupivacaine intrathecal 1.0 df solution for injection,bupivacaine hydrochloride 5 MG/ML Injectable Solution,35,20
225741.0,50,anty-thymoglobulin,Thymoglobulin,66,66
197391.0,80,baclofen tablet usp 10 mg,baclofen 10 MG Oral Tablet,38,23
197361.0,67,amlodipin hexal  5.0 mg tablet,amlodipine 5 MG Oral Tablet,56,10
1433873.0,56,ferrous citrate\sodium oral 50.0 mg tablet,dolutegravir 50 MG Oral Tablet,30,21
153374.0,75,mometasome furoate,mometasone furoate monohydrate,56,60
375221.0,33,incb039110 or placebo oral 200.0 mg tablet,placebo Oral Tablet,40,23
197901.0,100,lorazepam tab 1 mg,lorazepam 1 MG Oral Tablet,46,26
700882.0,100,temozolomide 140 mg,temozolomide 140 MG,89,89
315478.0,100,bicalutamide 50 mg,bicalutamide 50 MG,88,66
314784.0,50,docusate calcium and yellow phenolphthalein,yellow phenolphthalein,51,51
1241571.0,33,unspecified ingredient,,0,0
854184.0,50,cardolol,Caldolor,62,62
1088772.0,71,potassium bicarbonate 25.0 meq tablet,potassium bicarbonate 25 MEQ Effervescent Oral Tablet,60,24
4793.0,75,gastronol,gestronol,88,88
205305.0,71,generic telmisartan oral 80.0 mg tablet,telmisartan 80 MG Oral Tablet,48,64
