rxcui,og_score,og_query,rxnorm_concept
331132.0,80,chlorthalidone  12.5 mg tablet,chlorthalidone 12.5 MG
10582.0,50,levothyroid/levothyroxine,levothyroxine
370635.0,100,hydrochlorothiazide oral tablet,hydrochlorothiazide Oral Tablet
1251190.0,29,lactulose 60gm qid,lactulose 10000 MG Powder for Oral Solution
309314.0,67,citalopram oral 40.0 mg,citalopram 40 MG Oral Tablet
1435572.0,63,nebutome,n-butyl lactate
9853.0,100,na,sodium
1539837.0,50,asthma med,<NA>
198624.0,50,iron 325 mg,ferrous fumarate 325 MG Oral Tablet
1942487.0,50,olaparib 25 mg/tab astrazeneca,olaparib 150 MG Oral Tablet
6902.0,100,methylprednisolone,methylprednisolone
904458.0,80,pravastatin tab 10 mg,pravastatin sodium 10 MG Oral Tablet
9853.0,100,na,sodium
215777.0,25,cpap bipap machine,Bupap
2170360.0,100,enema fleet,<NA>
1597127.0,54,androgel 1.62 pump topical 40.5 mg gel,2500 MG testosterone 0.0162 MG/MG Topical Gel [Androgel]
216094.0,50,clinidipine,Clinidine
103990.0,88,carbodopa-levodopa,carbidopa / levodopa
197444.0,70,carbidopa/levodopa 25 100 mg sun pharmaceutical oral tablet,carbidopa 25 MG / levodopa 100 MG Oral Tablet
895582.0,75,vocado,avocado allergenic extract
1169.0,50,davitamon d,aspartic acid
9853.0,100,na,sodium
738243.0,100,acetyl l carnitine,<NA>
898345.0,100,benazepril 40 mg,benazepril hydrochloride 40 MG
979436.0,57,intravenous 250 mg solution for infusion,esmolol hydrochloride 250 MG/ML Injectable Solution
2102495.0,60,calcium chloride dihydrate w/magnes,<NA>
1052648.0,25,spinel,<NA>
152699.0,38,movicol bag,Mobic
218149.0,50,sinil-m,<NA>
217227.0,67,oral 1 g,<NA>
12062.0,67,1?alpha,alfacalcidol
1864248.0,100,olmesartan medoxomil hydrochlorothiazide,<NA>
1178732.0,44,novomin nulfon oral,Nalfon Oral Product
323344.0,100,bilastine,<NA>
88249.0,100,montelukast ab,montelukast
317302.0,100,baclofen 10 mg,baclofen 10 MG
9853.0,100,na,sodium
141868.0,63,capsicum oleoresin topical 1.0 df cream,capsaicin 0.75 MG/ML Topical Cream
1375922.0,100,prolensa 0.07 ophth solution,bromfenac 0.7 MG/ML Ophthalmic Solution [Prolensa]
1424888.0,100,fluticasone furoate vilanterol,fluticasone / vilanterol
8134.0,100,phenobarbitol,phenobarbital
,0,fulcrosupra,<NA>
202877.0,50,aristocort/kenalog,Kenalog
900470.0,50,aspirin oral 100.0 mg,aspirin 1 MG/MG Oral Powder
9853.0,100,na,sodium
6218.0,75,lectulose,lactulose
866486.0,56,calcium carbonate oral 1000.0 mg per nos,calcium carbonate 1000 MG Oral Powder
7646.0,100,omeprazole,omeprazole
402343.0,67,levocetirizine dihydrochloride oral,levocetirizine Oral Tablet
89905.0,50,multiple,<NA>
1921463.0,88,citrus bioflavonid,<NA>
4451.0,100,flucytosine,flucytosine
6802.0,75,mketamucil,Metamucil
858810.0,100,enalapril tab 20 mg,enalapril maleate 20 MG Oral Tablet
352415.0,100,alphagan p,<NA>
2283147.0,40,oral 2 df tablet,<NA>
9853.0,100,na,sodium
219948.0,50,sleep ease,<NA>
10485.0,50,tg4001,thioguanine
401968.0,67,ramipril oral 10.0 mg,ramipril 10 MG Oral Tablet
8561.0,25,takepron capsule,polysorbates
4337.0,100,fentanyl,fentanyl
372281.0,60,furosemide oral 1 df tablet,furosemide Oral Tablet
2356.0,75,chlorodiazepoxide,chlordiazepoxide
329444.0,75,citalopram dura 20 mg,citalopram 20 MG
197783.0,86,hydrocortison hydrocortisone oral 20.0 mg tablet,hydrocortisone 20 MG Oral Tablet
9853.0,100,na,sodium
236344.0,50,sabal,saw palmetto extract
316051.0,75,hydrochlorothiazide 50 mg daily,hydrochlorothiazide 50 MG
21245.0,50,clobetasol spr,clobetasol propionate
1190546.0,44,parenteral 80.0 ml injection,10 ML atropine sulfate 0.1 MG/ML Prefilled Syringe
1869536.0,50,exjade 500 mg + .125 novartis,deferasirox 125 MG [Exjade]
724910.0,75,bupropn hcl xl,<NA>
33277.0,100,pheneticillin,phenethicillin
723.0,50,amoxicilina cinfa,amoxicillin
11251.0,100,vitamin b,vitamin B complex
317690.0,100,oral granule,Oral Granules
207364.0,71,minocycline teva oral 100.0 mg tablet,minocycline 100 MG Oral Tablet
9853.0,100,na,sodium
204754.0,100,petrolatum ointment,petrolatum 1 MG/MG Topical Ointment
203576.0,50,claritin chw,Claritin
214287.0,75,binazopril hctz,benazepril / hydrochlorothiazide
2468436.0,100,aluminum hydroxide-magnesium carbonate,aluminum magnesium hydroxide carbonate
217952.0,50,lactinol lotion,Lactinol
733.0,50,amxocillin,ampicillin
251856.0,100,ramipril oral 2.5 mg tablet,ramipril 2.5 MG Oral Tablet
330037.0,60,methylprednisolone 40 mg iv tid,methylprednisolone 40 MG
20767.0,75,chlorampenicol,chloramphenicol palmitate
802051.0,50,glucophage er,metformin Extended Release Oral Tablet [Glucophage]
866645.0,100,titanium dioxide\zinc oxide,titanium dioxide / zinc oxide
9853.0,100,na,sodium
2281859.0,60,budesonide w/formoterol fumarate,<NA>
992437.0,80,promethazine 12.5 mg prn,promethazine hydrochloride 12.5 MG
236808.0,50,guaiacol potassium sulfonate,<NA>
198707.0,75,hydrocortisone 0.5,hydrocortisone 5 MG/ML Topical Cream
3431.0,50,r dhap,<NA>
2281859.0,80,budesonide\formoterol fumarate dihydrate respiratory,<NA>
391980.0,71,nifedipin-mepha retard oral 30 mg tablet,nifedipine 30 MG Oral Tablet
1441371.0,67,vitamin c chewable tablet,ascorbic acid 120 MG Chewable Tablet
9853.0,100,na,sodium
466584.0,100,acetaminophen aspirin caffeine,acetaminophen / aspirin / caffeine
2496.0,50,chromium picolonate,chromium
859975.0,63,asenapine/asenapine maleate oral 10.0 mg tablet,asenapine 10 MG Sublingual Tablet
4230.0,100,eye drop,<NA>
203150.0,75,ceterizin,cetirizine hydrochloride
18346.0,50,retina a,artesunate
1307831.0,50,coix seed extract kotaro,Coix lacryma-jobi seed extract
1649944.0,31,filgrastim bs[biosimilar 1 parenteral 525.0 ug injection,1 ML filgrastim 0.3 MG/ML Injection
262500.0,50,pyrodstigmine,<NA>
370705.0,100,irbesartan and hydrochlorothiazide tablet,hydrochlorothiazide / irbesartan Oral Tablet
1547935.0,100,hair skin and nail,<NA>
105383.0,57,carbimazole oral 10.0 mg tablet,carbimazole 20 MG Oral Tablet
42316.0,100,tacrolimus,tacrolimus
214199.0,88,ipratropim/albuterol,albuterol / ipratropium
316986.0,67,topical cutaneous solution,Topical Solution
83929.0,100,abciximab,abciximab
1803423.0,100,cyres,<NA>
446251.0,60,meloxicam/deflazacort/cyclobenzaprine oral capsule,meloxicam Oral Capsule
1120565.0,58,aveeno positively ageless firming body lotion topical,<NA>
203168.0,75,amitriptylline,amitriptyline hydrochloride
3264.0,75,dexamthasone,dexamethasone
603895.0,67,move free,<NA>
8516.0,50,marcogol,polyethylene glycols
1368876.0,25,glacussine,glaucine
644.0,100,amiloride hcl,amiloride
691885.0,100,other diuretic,<NA>
861004.0,100,metformin hcl 1000mg/tablet,metformin hydrochloride 1000 MG Oral Tablet
855172.0,67,levocetirizine 5 mg tablet synthon/perrigo,levocetirizine dihydrochloride 5 MG Oral Tablet
6095.0,100,kallidinogenase,kininogenase
10402.0,100,dronabinol,dronabinol
203295.0,50,durabeta,<NA>
206978.0,50,nizoral 2,ketoconazole 20 MG/ML Medicated Shampoo [Nizoral]
1156277.0,67,ibuprofen oral,ibuprofen Oral Product
846994.0,43,amoxicillin oral 750.0 mg,amoxicillin 150 MG Oral Tablet
37985.0,50,tetrazepam winthrop,tetrazepam
724851.0,88,ipratropium bromide/albutamol sulfate,<NA>
215445.0,50,aspirin low atorvastatin,<NA>
831950.0,75,regular lubricant eye drop,<NA>
1299920.0,50,dextrose 50,dextrose monohydrate
1545666.0,83,empagliflozin oral 25.0 mg tablet,empagliflozin 25 MG Oral Tablet
404840.0,75,alka seltzer plus,<NA>
370761.0,50,acetaminophen\butabarbital\caffeine oral 1.0 df capsule,acetaminophen / caffeine Oral Capsule
353145.0,20,cyclinex 35,<NA>
616483.0,89,quetiapine fumarate oral 400.0 mg film-coated tablet,quetiapine 400 MG Oral Tablet
369085.0,100,mapap acetaminophen oral tablet,acetaminophen Oral Tablet [Mapap]
92105.0,33,centrum silver ascorbic acid;betacarotene;bi,<NA>
2101532.0,67,adult aspirin regiman,<NA>
809376.0,36,oral 3.0 g per nos,simethicone 66.7 MG/ML Oral Suspension [Mylicon]
477484.0,83,natalizumab 300 mg/15 ml,15 ML natalizumab 20 MG/ML Injection
1312086.0,33,herbal tea smooth,triethanolamine lactate
7992.0,50,electric ten,pentaerythritol tetranitrate
723639.0,75,isosorbide mono er,<NA>
596929.0,75,duloxetine 30 mg dr,duloxetine 30 MG
9853.0,100,na,sodium
283742.0,88,oomeprazole,esomeprazole
374130.0,75,triburon oral tablet,tibolone Oral Tablet
314753.0,50,orfil,orris allergenic extract
151278.0,33,icd implant,<NA>
1087976.0,50,grelyse,Gralise
9853.0,100,na,sodium
1483744.0,71,accord 's naltrexone oral 50 mg tablet,naltrexone hydrochloride 50 MG Oral Tablet
9853.0,100,na,sodium
9853.0,100,na,sodium
834309.0,33,cosmetic topical 1 df cutaneous solution,chlorhexidine gluconate 1 MG/ML Topical Solution
42543.0,100,aspart,aspartate
36676.0,100,sodium bicarb,sodium bicarbonate
370526.0,75,acetazolamide er,acetazolamide Extended Release Oral Capsule
858367.0,25,alosenn,Aloquin
9853.0,100,na,sodium
35623.0,50,fluzole,riluzole
405206.0,100,namenda,Namenda
214223.0,100,benazepril hydrochloride/amlodipine besylate,amlodipine / benazepril
816346.0,100,dexlansoprazole,dexlansoprazole
8704.0,100,prochlorperazine,prochlorperazine
362239.0,75,denavir top cream,penciclovir Topical Cream [Denavir]
1791692.0,25,nipolazin,Nuplazid
384929.0,100,septra ds,<NA>
855288.0,67,warfarin oral 1 df tablet,warfarin sodium 1 MG Oral Tablet
69646.0,100,tinzaparin,tinzaparin
8638.0,20,rituximab cyclophosphamide doxorubicin vincristine prednisolone,prednisolone
4719.0,20,gemfibrozilo 600 mg comprimido efg,gemfibrozil
221095.0,88,enoxiparin sodium,enoxaparin sodium
313201.0,67,tazarotene topical 1 df gel,tazarotene 0.001 MG/MG Topical Gel
203798.0,75,microfer,<NA>
1539837.0,50,anxiety med,<NA>
354770.0,100,natalizumab,natalizumab
261597.0,50,optibac,<NA>
203223.0,100,digoxin immune fab,digoxin antibodies Fab fragments
155017.0,100,cyclizine,cyclizine hydrochloride
48203.0,75,clavulin,clavulanate
1159849.0,67,norethindrone oral,norethindrone Oral Product
315751.0,100,cyclosporine 25 mg,cyclosporine 25 MG
284635.0,100,salmeterol/fluticasone,fluticasone / salmeterol
34132.0,100,pegylated asparaginase,pegaspargase
198859.0,63,sodium bicarbonate oral 1000.0 mg tablet,sodium bicarbonate 325 MG Oral Tablet
818284.0,100,hydrochlorothiazide and ramipril,hydrochlorothiazide / ramipril
58930.0,50,vertek,Zyrtec
2466898.0,9,transplacental,<NA>
,0,bronchodual,<NA>
5487.0,75,hydrochlorthiazide sulfate,hydrochlorothiazide
1191.0,100,aspirina ad,aspirin
1550045.0,50,bifidobacterium animalis w/lactobac,Bifidobacterium animalis
9853.0,100,na,sodium
9853.0,100,na,sodium
373549.0,75,pot-chlor oral tablet,potassium Oral Tablet
1007560.0,100,alendronate/cholecalciferol,alendronate / cholecalciferol
1310550.0,75,butal,butane
647377.0,100,symbicort turbuhaler,<NA>
2051792.0,67,biotin/multivitamin supplement,<NA>
310190.0,71,estradiol val inj 20mg/ml,estradiol valerate 20 MG/ML Injectable Solution
387013.0,83,nebivolol oral 5.0 mg tablet,nebivolol 5 MG Oral Tablet
1292.0,100,baclofen,baclofen
1674783.0,50,device,<NA>
477560.0,80,fenofibrate oral 145 mg,fenofibrate 145 MG Oral Tablet
372590.0,100,ethinyl estradiol\levonorgestrel  tablet,ethinyl estradiol / levonorgestrel Oral Tablet
2003220.0,50,formulation,<NA>
858122.0,50,firmagon incyt,Firmagon
1790243.0,40,smofkabiven intravenous 80.0 ml emulsion for infusion,<NA>
1156265.0,67,zopiclone oral,zopiclone Oral Product
378276.0,100,valsartan  tablet,valsartan Oral Tablet
2037.0,50,co-cyprindiol,carbon monoxide
1098887.0,44,ostevit d3 oral 1500.0 mg,cholecalciferol 0.05 MG Oral Tablet [D3 Dots]
885511.0,100,tramadol hcl er,<NA>
476250.0,75,ducloxetine,duloxetine hydrochloride
637294.0,50,food supplement bioconseil,<NA>
2058899.0,100,cannabidiol oral solution,cannabidiol Oral Solution
154991.0,33,renitec  20 mg,<NA>
216074.0,75,citromax,Citroma
1551784.0,75,publix famotidine acid reducer,<NA>
150750.0,64,lendormin d oral 0.25 mg tablet,atenolol 25 MG Oral Tablet [Tenormin]
1658460.0,67,olodaterol hydrochloride w/tiotropium bromide,olodaterol / tiotropium
3002.0,50,endoxan cyclophosphamide,cyclophosphamide
435.0,100,albuterol,albuterol
9853.0,100,na,sodium
19295.0,100,bifonazole,bifonazole
1092377.0,67,tylenol pm oral tablet,acetaminophen / diphenhydramine Oral Tablet [Tylenol PM]
374280.0,50,hydrochlorothiazide\valsartan oral 1.0 df coated tablet,hydrochlorothiazide / valsartan Oral Tablet
,0,oral df,<NA>
905028.0,83,risedronate sodium  150.0 mg tablet,risedronate sodium 150 MG Oral Tablet
8730.0,50,xpramid,proglumide
2418.0,50,camg + d3,cholecalciferol
,0,capsule,<NA>
855633.0,36,diclofenac diethylamine oral 500.0 mg gel,diclofenac sodium 0.01 MG/MG Topical Gel
203011.0,50,myolgin,Mysoline
202433.0,100,tylenol,Tylenol
214182.0,88,hydrocodone-acetamnophen,acetaminophen / hydrocodone
236167.0,67,lanreotide acetate nos,lanreotide acetate
52101.0,100,cyclobenzaprine hcl,cyclobenzaprine hydrochloride
1099570.0,29,depekote 2500 mg,divalproex sodium 500 MG [Depakote]
1694.0,100,bonin,Bonine
352520.0,33,flo max,Char-Flo
237614.0,75,dietary supplement  capsule,<NA>
1486442.0,67,rosuvastatin calcium/ezetimibe,<NA>
219427.0,67,hydrocortison proctosol hc,<NA>
312199.0,50,paclitaxel teva 6 mg/ml solution diluer pour perfusion,paclitaxel 6 MG/ML Injectable Solution
202619.0,50,estrace oil,Estrace
1304990.0,100,liposomal vincristine,vincristine sulfate liposome
309362.0,57,clopidogrel besilate oral 75.0 mg,clopidogrel 75 MG Oral Tablet
1423308.0,75,benakar,RenaKare
24902.0,25,furozin,prussian blue insoluble
283821.0,25,fasturtec rasburicase rasbuicase,rasburicase
797272.0,50,clindamycin mc,clindamycin phosphate
220181.0,25,tazoject,Tazorac
310798.0,100,hydrochlorothiazide tab 25 mg,hydrochlorothiazide 25 MG Oral Tablet
1431719.0,100,serotonin antagonist,<NA>
218072.0,33,hct2,Lopressor HCT
331055.0,50,amoxicillin\clavulanate potassium 1000.0 mg,amoxicillin 1000 MG
25480.0,75,gabaoentin,gabapentin
10454.0,25,anebuliver,thiamine
2205637.0,100,trifas,trifarotene
2184116.0,38,amolodipin-benaz,amlodipine benzoate
1309513.0,50,quark,shark preparation
1858075.0,50,neplit,perlite
1241485.0,54,aideito oral 200 mg tablet,dimenhydrinate 25 MG Oral Tablet [Airmit]
487066.0,100,levalbuterol tartrate,levalbuterol tartrate
656659.0,83,bosentan oral 125.0 mg tablet,bosentan 125 MG Oral Tablet
1170823.0,42,beniforte oral,Benicar Oral Product
89905.0,67,spectravite multiple vitamin,<NA>
9853.0,100,na,sodium
10831.0,88,sulfamethoxazole trmethoprim,sulfamethoxazole / trimethoprim
905030.0,100,actonel 150 mg tab,risedronate sodium 150 MG Oral Tablet [Actonel]
9853.0,100,na,sodium
136560.0,50,nimbex drip,Nimbex
2263916.0,50,one-a-day woman 's vitamin,<NA>
905054.0,25,tamlostar,Trelstar
1745091.0,43,lido a plus patch topical,lidocaine 0.05 MG/MG Medicated Patch
203123.0,100,enalapril,enalapril maleate
5492.0,100,hydrocortisone,hydrocortisone
9853.0,33,stool stimulat sodium,sodium
221167.0,40,ceftolozane sulfate w/tazobactam sodium,tazobactam sodium
214599.0,100,guaifenesin/pseudoephedrine,guaifenesin / pseudoephedrine
577346.0,75,ramelteon 8 mg takeda,ramelteon 8 MG
572274.0,14,takepron od tablet 15 orodispersible mg,atovaquone 150 MG/ML [Mepron]
597142.0,100,brimonidine;/timolol,brimonidine / timolol
1110713.0,60,hyperlipidemias agent oral tablet,<NA>
36761.0,100,ibuprofen lysine,ibuprofen lysine
,0,dailyg,<NA>
692571.0,67,bacitracin neomycin,<NA>
100278.0,100,lactobacillus rhamnosus,Lactobacillus casei rhamnosus
6929.0,100,mianserin,mianserin
82003.0,50,docusate 100,docusate
1314239.0,50,pirophen,propylene
9853.0,100,na,sodium
1427682.0,50,super enzyme,<NA>
854984.0,50,perindopr tert-bkw  2 mg tablet,perindopril erbumine 2 MG Oral Tablet
1008559.0,100,ferrous fumarate;folic acid,ferrous fumarate / folic acid
24614.0,25,epirubicin;etoposide;ifosfamide;rituximab,etoposide phosphate
690521.0,67,skin protectant misc,<NA>
359385.0,88,clarithromycin oral 500.0 mg prolonged-release tablet,24 HR clarithromycin 500 MG Extended Release Oral Tablet
198029.0,67,nicotine patch 14 mg,24 HR nicotine 0.583 MG/HR Transdermal System
203191.0,63,metepropolol tartrate,metoprolol tartrate
9853.0,100,na,sodium
1437794.0,60,calcium+d+mineral,<NA>
215839.0,100,calcium+vit d,<NA>
89905.0,50,senior multivitamin,<NA>
373578.0,100,prednisolone tablet,prednisolone Oral Tablet
1183593.0,31,rinosoro sic nasal,Rhinocort Nasal Product
7243.0,100,naltrexone,naltrexone
1159898.0,43,polyethylene glycol oral 2.0 l,polyethylene glycols Oral Product
2356.0,100,chlordiazepoxid,chlordiazepoxide
379023.0,80,apple cider vinegar tablet,apple cider vinegar Oral Tablet
2473651.0,100,clobetasol lotion,<NA>
654774.0,50,shaklee stresstab,<NA>
709271.0,67,certolizumab/certolizumab pegol,certolizumab pegol
9853.0,100,na,sodium
197901.0,80,lorazepam 1.0 mg tablet,lorazepam 1 MG Oral Tablet
1539837.0,33,seasonal allergy medication,<NA>
11423.0,67,octinoxate\zinc oxide,zinc oxide
196458.0,100,pepcid ae,Pepcid
311289.0,100,levetiracetam oral 500 mg tablet,levetiracetam 500 MG Oral Tablet
2054629.0,100,megestrol acetate tablet,<NA>
2112493.0,40,orphenadrine w/paracetamol,<NA>
227700.0,50,unspecified antihistamine,<NA>
7258.0,75,naparoxen,naproxen
47187.0,100,bitolterol mesylate,bitolterol mesylate
9853.0,100,na,sodium
9853.0,100,na,sodium
310697.0,33,azd0530 code not break oral tablet,<NA>
1546083.0,45,yanimo respimat respiratory 2.5 ug,60 ACTUAT olodaterol 0.0025 MG/ACTUAT Inhalation Spray [Striverdi]
83156.0,100,prevacid,Prevacid
238464.0,100,salicylic acid topical solution,salicylic acid Topical Solution
2056607.0,100,dorzolamide hcl and timolol maleate ophthalmic solution,<NA>
17767.0,100,amlodipinum,amlodipine
20033.0,33,butab-aetamin-caff,caffeine citrate
691005.0,80,famotidine calcium and magnesium hydroxide,calcium carbonate / famotidine / magnesium hydroxide
2375564.0,83,robitussin cough and chest congestion dm max,<NA>
1427172.0,50,derazo l,L-lactate
289623.0,50,melperone/melperone hydrochloride,metylperon hydrochloride
404940.0,50,clearatin,Clearskin
1048452.0,50,herbal oral 7.5 g granule,colestipol hydrochloride 5000 MG Granules for Oral Suspension [Colestid]
83366.0,75,atorvastatin calcium,atorvastatin calcium
216458.0,50,devaron,Depacon
4083.0,50,estradiol dlf,estradiol
1152785.0,67,clindamycin oral,clindamycin Oral Product
863669.0,56,tamsulosin ranbaxy 0.4 mg capsule a rilascio prolongato,tamsulosin hydrochloride 0.4 MG Oral Capsule
153239.0,100,nasacor,Nasacort
104416.0,50,amlodipine besilate;bisoprolol fumarate,amlodipine besylate
279950.0,100,parecoxib,parecoxib
3355.0,50,diclofenac-ratiopharm,diclofenac
692685.0,50,androlic,Androxy
2045371.0,50,cbd supplement,cannabidiol
2197147.0,50,triptorelin intramuscular 1 df suspension for injection,<NA>
308416.0,63,aspirin /usa/ oral 81.0 mg effervescent tablet,aspirin 81 MG Delayed Release Oral Tablet
36676.0,29,advance white bake soda and peroxide tartar control,sodium bicarbonate
216611.0,67,dilaudid hp injection,<NA>
89905.0,50,pure encapsulation multi-vitamin,<NA>
2283147.0,40,1.0 df tablet,<NA>
828529.0,100,albumin human,"albumin human, USP"
1654390.0,78,risedronate sodium  35.0 mg film-coated tablet,<NA>
1895.0,17,procal calcium acetate,calcium
2418.0,50,decara colecalciferol,cholecalciferol
688099.0,83,metropolol succinate er,<NA>
7617.0,100,octreotide,octreotide
4301.0,100,omega 3,omega-3 fatty acids
542409.0,50,magnesia dak,K-Phos
9853.0,100,na,sodium
11170.0,100,verapamil,verapamil
4230.0,100,eye drop,<NA>
1512.0,75,lacin,betaine
1431379.0,40,drug for bone,<NA>
2556.0,50,citalopram actavis,citalopram
152400.0,20,syntocinon 5ui/500 ml,<NA>
377712.0,100,hydrocortisone topical cream,hydrocortisone Topical Cream
312831.0,86,risperidone film?coated tablet 2 mg,risperidone 2 MG Oral Tablet
203128.0,100,midazolam,midazolam hydrochloride
258337.0,100,hydrochlorothiazide/triamterene,hydrochlorothiazide / triamterene
857003.0,71,hydrocodone?apap 5?325 mg,acetaminophen 325 MG / hydrocodone bitartrate 5 MG [Norco]
18631.0,50,azithromycin iv,azithromycin
1812078.0,43,dexamethasone 10 mg iv one time,dexamethasone phosphate 10 MG/ML
9853.0,100,na,sodium
216652.0,100,diovan,Diovan
11248.0,67,tylenol vitamin b12,vitamin B12
107044.0,100,rabbit atg,rabbit anti-human T-lymphocyte globulin
151187.0,50,isodril,Isordil
346206.0,100,bactrim ds,<NA>
1163423.0,80,neomycin/polymyxin/hydrocortisone otic,hydrocortisone / neomycin / polymyxin B Otic Product
214231.0,100,amoxicillin\clarithromycin\lansoprazole,<NA>
