prod_ai,drug_name,eu_num,hum_or_vet,procedure_type
A/Viet Nam/1194/2004 (H5N1) virus surface inactivated antigen,Foclivia,EU/1/09/577,Human,Centralised
A/Viet Nam/1194/2004 (H5N1) whole virus inactivated antigen,Daronrix,EU/1/06/381,Human,Centralised
Axitinib,Inlyta,EU/1/12/777,Human,Centralised
Azacitidine,Vidaza,EU/1/08/488,Human,Centralised
Azagly-nafarelin,Gonazon,EU/2/03/040,Veterinary,Centralised
azilsartan medoxomil,Edarbi,EU/1/11/734,Human,Centralised
azilsartan medoxomil,Ipreziv,EU/1/11/735,Human,Centralised
aztreonam,Cayston,EU/1/09/543,Human,Centralised
baricitinib,Olumiant,EU/1/16/1170,Human,Centralised
Barium selenate,B.V.P. Barium Selenate,,Veterinary,Referral
Barium selenate,Barium selenate,,Veterinary,Referral
Barium selenate,Dalmasel,,Veterinary,Referral
Barium selenate,Selenate,,Veterinary,Referral
Barium selenate,Selongatum,,Veterinary,Referral
Barium selenate,Selongatum vet.,,Veterinary,Referral
basiliximab,Simulect,EU/1/98/084,Human,Centralised
bazedoxifene,Conbriza,EU/1/09/511,Human,Centralised
becaplermin,Gemesis,,Human,Centralised Refusal
becaplermin,Regranex,EU/1/99/101,Human,Centralised
beclometasone dipropionate,Clenil and associated names,,Human,Referral
"beclometasone dipropionate, formoterol fumarate",Formodual,,Human,Referral
"beclometasone dipropionate, formoterol fumarate",Foster,,Human,Referral
"beclometasone dipropionate, formoterol fumarate",Innovair,,Human,Referral
"beclometasone dipropionate, formoterol fumarate",Inuvair,,Human,Referral
"beclometasone dipropionate, formoterol fumarate",Inuver,,Human,Referral
"beclometasone dipropionate, formoterol fumarate",Inuxair,,Human,Referral
"beclometasone dipropionate, formoterol fumarate",Kantos Master,,Human,Referral
"beclometasone dipropionate, formoterol fumarate",Kantos Master and associated names,,Human,Referral
beclometasone / formoterol / glycopyrronium bromide,Riarify,EU/1/18/1275,Human,Centralised
beclometasone / formoterol / glycopyrronium bromide,Trimbow,EU/1/17/1208,Human,Centralised
beclometasone / formoterol / glycopyrronium bromide,Trydonis,EU/1/18/1274,Human,Centralised
"beclomethasone, budesonide, flunisolide, fluticasone propionate, fluticasone furoate",Inhaled corticosteroids containing medicinal products indicated in the treatment of chronic obstructive pulmonary disease,,Human,Referral
bedaquiline,Sirturo,EU/1/13/901,Human,Centralised
belatacept,NULOJIX,EU/1/11/694,Human,Centralised
belimumab,Benlysta,EU/1/11/700,Human,Centralised
"benazepril, captopril, cilazapril, delapril, enalapril, fosinopril, imidapril, lisinopril, moexipril, perindopril, quinapril, ramipril, spirapril, trandolapril, zofenopril, candesartan, eprosartan, losartan, olmesartan, valsartan",RAS-acting agents - Renin-angiotensin system,,Human,Referral
Benazepril hydrochloride,Fortekor Vet,,Veterinary,Referral
Benazepril hydrochloride,Fortekor and associated names,,Veterinary,Referral
"Benazepril hydrochloride, Spironolactone",Cardalis,EU/2/12/142,Veterinary,Centralised
bendamustine,Levact and associated names,,Human,Referral
bendamustine,Ribomustin,,Human,Referral
benfluorex,Lipophoral,,Human,Referral
benfluorex,Mediator,,Human,Referral
benfluorex,benfluorex,,Human,Referral
benralizumab,Fasenra,EU/1/17/1252,Human,Centralised
Benzathine Benzylpenicillin,Belamycin,,Veterinary,Referral
Benzathine Benzylpenicillin,Benzatard,,Veterinary,Referral
Benzathine Benzylpenicillin,Benzathine Benzylpenicillin,,Veterinary,Referral
Benzathine Benzylpenicillin,Benzatina,,Veterinary,Referral
Benzathine Benzylpenicillin,Bicormicina,,Veterinary,Referral
Benzathine Benzylpenicillin,Biochoc,,Veterinary,Referral
Benzathine Benzylpenicillin,Biosuspen,,Veterinary,Referral
Benzathine Benzylpenicillin,Cyapen,,Veterinary,Referral
Benzathine Benzylpenicillin,Dihydrostreptomycin (sulphate),,Veterinary,Referral
Benzathine Benzylpenicillin,Dipen Suspensión retard,,Veterinary,Referral
Benzathine Benzylpenicillin,Dipene,,Veterinary,Referral
Benzathine Benzylpenicillin,Dipenisol,,Veterinary,Referral
Benzathine Benzylpenicillin,Duphapen,,Veterinary,Referral
Benzathine Benzylpenicillin,Duplocilina,,Veterinary,Referral
Benzathine Benzylpenicillin,Duplocillin,,Veterinary,Referral
Benzathine Benzylpenicillin,Duplocilline,,Veterinary,Referral
Benzathine Benzylpenicillin,Emdopen,,Veterinary,Referral
Benzathine Benzylpenicillin,Fatromicina Ritardo,,Veterinary,Referral
Benzathine Benzylpenicillin,Fatromiycine,,Veterinary,Referral
Benzathine Benzylpenicillin,Gentaplus,,Veterinary,Referral
Benzathine Benzylpenicillin,Hiprabenzatina,,Veterinary,Referral
Benzathine Benzylpenicillin,Hipracilina,,Veterinary,Referral
Benzathine Benzylpenicillin,Hipracillin,,Veterinary,Referral
Benzathine Benzylpenicillin,Ivensalpen,,Veterinary,Referral
Benzathine Benzylpenicillin,Langzeit-penicillin und Dihydrostreptomycin ad us. vet,,Veterinary,Referral
Benzathine Benzylpenicillin,Liquibiotic iniettabile,,Veterinary,Referral
Benzathine Benzylpenicillin,Liquicil,,Veterinary,Referral
Benzathine Benzylpenicillin,Lugabiotic,,Veterinary,Referral
Benzathine Benzylpenicillin,Neotardocillina,,Veterinary,Referral
Benzathine Benzylpenicillin,Norocillin,,Veterinary,Referral
Benzathine Benzylpenicillin,Peni-Kel L.A.,,Veterinary,Referral
Benzathine Benzylpenicillin,Procaine benzylpenicillin,,Veterinary,Referral
Benzathine Benzylpenicillin,Retardpen,,Veterinary,Referral
Benzathine Benzylpenicillin,Ritardomicina,,Veterinary,Referral
Benzathine Benzylpenicillin,Rubrocillina Forte Veterinaria,,Veterinary,Referral
Benzathine Benzylpenicillin,Serocillin Depot,,Veterinary,Referral
Benzathine Benzylpenicillin,Shotapen,,Veterinary,Referral
Benzathine Benzylpenicillin,Strepdipend,,Veterinary,Referral
Benzathine Benzylpenicillin,Sulphamethoxypiridazin,,Veterinary,Referral
Benzathine Benzylpenicillin,Uniject,,Veterinary,Referral
Benzathine Benzylpenicillin,Veracin,,Veterinary,Referral
Benzathine Benzylpenicillin,Vetripen,,Veterinary,Referral
Benzathine Benzylpenicillin,Zoobencil Estrepto,,Veterinary,Referral
besilesomab,Scintimun,EU/1/09/602,Human,Centralised
betahistine dihydrochloride,Betavert N and associated names,,Human,Referral
betahistine dihydrochloride,Vertimen,,Human,Referral
betahistine dihydrochloride,Vertisan,,Human,Referral
Betaine anhydrous,Cystadane,EU/1/06/379,Human,Centralised
bevacizumab,Avastin,EU/1/04/300,Human,Centralised
bevacizumab,Mvasi,EU/1/17/1246,Human,Centralised
bexarotene,Targretin,EU/1/01/178,Human,Centralised
bezlotoxumab,ZINPLAVA,EU/1/16/1156,Human,Centralised
bicalutamide,Alidex,,Human,Referral
bicalutamide,Beluclas,,Human,Referral
bicalutamide,Bicadex,,Human,Referral
bicalutamide,Bicaludex,,Human,Referral
bicalutamide,Bicaluplex,,Human,Referral
bicalutamide,Bicalut,,Human,Referral
bicalutamide,"Bicalutamid Bicalutamid ""Dermapharm""",,Human,Referral
bicalutamide,"Bicalutamid ""Genericon""",,Human,Referral
bicalutamide,Bicalutamid Alternova,,Human,Referral
bicalutamide,Bicalutamid CTArzneimittel,,Human,Referral
bicalutamide,Bicalutamid Orion,,Human,Referral
bicalutamide,Bicalutamid Ratiopharm,,Human,Referral
bicalutamide,Bicalutamid Ribosepharm,,Human,Referral
bicalutamide,Bicalutamid TEVA,,Human,Referral
bicalutamide,Bicalutamida Etsi,,Human,Referral
bicalutamide,Bicalutamida Generis,,Human,Referral
bicalutamide,Bicalutamida Prostec,,Human,Referral
bicalutamide,Bicalutamide,,Human,Referral
bicalutamide,"    ,,",,Human,Referral
bicalutamide,Bicalutamide Kiron,,Human,Referral
bicalutamide,Bicalutamide Peseri,,Human,Referral
bicalutamide,Bicalutamide TEVA,,Human,Referral
bicalutamide,Bicalutamidum Bicalutamidum Genthon,,Human,Referral
bicalutamide,Bicamale,,Human,Referral
bicalutamide,Bicamid-GRY,,Human,Referral
bicalutamide,Bicasel,,Human,Referral
bicalutamide,Bicatad,,Human,Referral
bicalutamide,Bicavan,,Human,Referral
bicalutamide,Biclad,,Human,Referral
bicalutamide,Bikalutamidi Synthon,,Human,Referral
bicalutamide,Bilutamid,,Human,Referral
bicalutamide,Calumid,,Human,Referral
bicalutamide,Casodex,,Human,Referral
bicalutamide,Crilame,,Human,Referral
bicalutamide,Duralutamide,,Human,Referral
bicalutamide,Grelutamide,,Human,Referral
bicalutamide,Helmalut,,Human,Referral
bicalutamide,Henlutamide,,Human,Referral
bicalutamide,Inatamide,,Human,Referral
bicalutamide,Konlutamide,,Human,Referral
bicalutamide,Lukasenomid,,Human,Referral
bicalutamide,Lutamide,,Human,Referral
bicalutamide,Saputamide,,Human,Referral
bicalutamide,Skylutamide,,Human,Referral
bicalutamide,Timutamide,,Human,Referral
bicalutamide,Verodex,,Human,Referral
Bimatoprost,Lumigan,EU/1/02/205,Human,Centralised
Bimatoprost,bimatoprost,,Human,Referral
bimatoprost / timolol,Ganfort,EU/1/06/340,Human,Centralised
birch bark extract,Episalvan,EU/1/15/1069,Human,Centralised
Bivalirudin,Angiox,EU/1/04/289,Human,Centralised
bleomycin,Bleo-TEVA,,Human,Referral
bleomycin,Bleomicin Teva,,Human,Referral
bleomycin,Bleomycin Pharmachemie,,Human,Referral
bleomycin,Bleomycin Teva,,Human,Referral
bleomycin,Bleomycina Teva,,Human,Referral
bleomycin,Bleomycine,,Human,Referral
bleomycin,Bleomycine Teva,,Human,Referral
blinatumomab,Blincyto,EU/1/15/1047,Human,Centralised
"Bluetongue disease virus vaccine (containing either serotypes 1, 4 or 8) (inactivated)",BTVPUR,EU/2/10/113,Veterinary,Centralised
"Bluetongue vaccine (inactivated): serotype 1, 4, 8",Zulvac BTV Ovis,EU/2/17/207,Veterinary,Centralised
"Bluetongue virus inactivated, serotype 8",BLUEVAC BTV8,EU/2/11/122,Veterinary,Centralised
Bluetongue Virus Serotype 1 antigen,BTVPUR AlSap 1,EU/2/10/112,Veterinary,Centralised
Bluetongue Virus Serotype 2 antigen - Bluetongue Virus Serotype 4 antigen,BTVPUR AlSap 2-4,EU/2/10/108,Veterinary,Centralised
Bluetongue Virus Serotype 8,Bovilis BTV8,EU/2/10/106,Veterinary,Centralised
Bluetongue virus Serotype 8 Antigen,BTVPUR AlSap 8,EU/2/09/094,Veterinary,Centralised
Bluetongue virus vaccine (inactivated) serotype 8,Bovilis Blue-8,EU/2/17/218,Veterinary,Centralised
boceprevir,Victrelis,EU/1/11/704,Human,Centralised
bortezomib,Bortezomib Accord,EU/1/15/1019,Human,Centralised
bortezomib,Bortezomib Hospira,EU/1/16/1114,Human,Centralised
bortezomib,Bortezomib SUN,EU/1/16/1102,Human,Centralised
bortezomib,Talam,,Human,Referral
bortezomib,VELCADE,EU/1/04/274,Human,Centralised
bosentan,Stayveer,EU/1/13/832,Human,Centralised
bosentan,Tracleer,EU/1/02/220,Human,Centralised
bosentan,bosentan,,Human,Referral
Bosutinib,Bosulif,EU/1/13/818,Human,Centralised
Botulinum Toxin Type B,NeuroBloc,EU/1/00/166,Human,Centralised
Bovimectin Injection,Bovimec B,,Veterinary,Referral
Bovimectin Injection,Bovimectin Injection,,Veterinary,Referral
"Bovine Herpes Virus type 1 (BHV-1), strain Difivac (IBR-Marker Virus, gE-negative), modified live (attenuated) virus",Bayovac - Rhinobovin,,Veterinary,Referral
"Bovine Herpes Virus type 1 (BHV-1), strain Difivac (IBR-Marker Virus, gE-negative), modified live (attenuated) virus",Bayovac IBR-Marker Vivum,,Veterinary,Referral
"Bovine Herpes Virus type 1 (BHV-1), strain Difivac (IBR-Marker Virus, gE-negative), modified live (attenuated) virus",Rhinobovin,,Veterinary,Referral
"Bovine Herpes Virus type 1 (BHV-1), strain Difivac (IBR-Marker Virus, gE-negative), modified live (attenuated) virus",Rhinobovin Marker Attenuato,,Veterinary,Referral
"Bovine Herpes Virus type 1 (BHV-1), strain Difivac (IBR-Marker Virus, gE-negative), modified live (attenuated) virus",Rhinobovin Marker Viva,,Veterinary,Referral
"Bovine Herpes Virus type 1 (BHV-1), strain Difivac (IBR-Marker Virus, gE-negative), modified live (attenuated) virus",Rhinobovin Marker live,,Veterinary,Referral
"Bovine Herpes Virus type 1 (BHV-1), strain Difivac (IBR-Marker Virus, gE-negative), modified live (attenuated) virus",Rhinobovin viva Marcada,,Veterinary,Referral
Brentuximab vedotin,ADCETRIS,EU/1/12/794,Human,Centralised
brimonidine,Mirvaso,EU/1/13/904,Human,Centralised
Brinzolamide,Azopt,EU/1/00/129,Human,Centralised
Brinzolamide / Brimonidine tartrate,Simbrinza,EU/1/14/933,Human,Centralised
brinzolamide / timolol,Azarga,EU/1/08/482,Human,Centralised
brivaracetam,Briviact,EU/1/15/1073,Human,Centralised
brodalumab,Kyntheum,EU/1/16/1155,Human,Centralised
bromfenac,Yellox,EU/1/11/692,Human,Centralised
bromocriptine,Brameston,,Human,Referral
bromocriptine,Bromergon,,Human,Referral
bromocriptine,Bromocorn,,Human,Referral
bromocriptine,Bromocriptin AbZ,,Human,Referral
bromocriptine,Bromocriptin-Richter,,Human,Referral
bromocriptine,Bromocriptin-ratiopharm,,Human,Referral
bromocriptine,Bromocriptina,,Human,Referral
bromocriptine,Bromocriptine,,Human,Referral
bromocriptine,Bromocriptine Sopharma,,Human,Referral
bromocriptine,Bromocriptine Zentiva,,Human,Referral
bromocriptine,Medocriptine,,Human,Referral
bromocriptine,Parlodel,,Human,Referral
bromocriptine,Pirodal,,Human,Referral
bromocriptine,Pravidel,,Human,Referral
bromocriptine,Teva UK Bromocriptine,,Human,Referral
bromocriptine,bromocriptin-ct,,Human,Referral
Budesonide,Budesonid Sandoz,,Human,Referral
Budesonide,Budesonida TEVA,,Human,Referral
Budesonide,Budesonide Sandoz,,Human,Referral
Budesonide,Desonix,,Human,Referral
Budesonide,Jorveza,EU/1/17/1254,Human,Centralised
Budesonide,Pulairmax,,Human,Referral
Budesonide,Pulmax,,Human,Referral
Budesonide,Tafen Aqua,,Human,Referral
Budesonide,Tafen Nasal,,Human,Referral
budesonide / formoterol,BiResp Spiromax,EU/1/14/921,Human,Centralised
budesonide / formoterol,Budesonide/Formoterol Teva,EU/1/14/948,Human,Centralised
budesonide / formoterol,Budesonide/Formoterol Teva Pharma B.V.,EU/1/14/950,Human,Centralised
budesonide / formoterol,DuoResp Spiromax,EU/1/14/920,Human,Centralised
budesonide / formoterol,Vylaer Spiromax,EU/1/14/949,Human,Centralised
budesonide/salmeterol,Labazenit,,Human,Centralised Refusal
Bufexamac,Bufal,,Human,Referral
Bufexamac,Bufexamac,,Human,Referral
Bufexamac,Calmaderm,,Human,Referral
Bufexamac,Fansamac,,Human,Referral
Bufexamac,Mastu S,,Human,Referral
Bufexamac,Parfenac,,Human,Referral
Bufexamac,Parfenoide,,Human,Referral
Bufexamac,Proctosan,,Human,Referral
buflomedil,BLADIRON,,Human,Referral
buflomedil,BOTAMIRAL,,Human,Referral
buflomedil,BUFLOCIT,,Human,Referral
buflomedil,BUFLODIL,,Human,Referral
buflomedil,Bufedil,,Human,Referral
buflomedil,Buflo-Puren,,Human,Referral
buflomedil,BufloMed,,Human,Referral
buflomedil,Buvasodil,,Human,Referral
buflomedil,CHLOROFARM-S,,Human,Referral
buflomedil,Complamin Buflomedil,,Human,Referral
buflomedil,Defluina peri,,Human,Referral
buflomedil,FLUBIR,,Human,Referral
buflomedil,FONZYLANE,,Human,Referral
buflomedil,IRRODAN,,Human,Referral
buflomedil,Ikelan,,Human,Referral
buflomedil,LOFTON,,Human,Referral
buflomedil,Loftyl,,Human,Referral
buflomedil,PENPURIN,,Human,Referral
buflomedil,SULODIL,,Human,Referral
buflomedil,THIOCODIN,,Human,Referral
buflomedil,VANOGEL,,Human,Referral
buflomedil,VARDOLIN,,Human,Referral
buflomedil,ZELIAN,,Human,Referral
buflomedil,buflomedil,,Human,Referral
buprenorphine / naloxone,Suboxone,EU/1/06/359,Human,Centralised
buprenorphine / naloxone,Zubsolv,EU/1/17/1233,Human,Centralised
Bupropion,Bupropion,,Human,Referral
Bupropion,Corzen,,Human,Referral
Bupropion,Quomem,,Human,Referral
Bupropion,Zyban,,Human,Referral
Bupropion,Zyntabac,,Human,Referral
Burosumab,CRYSVITA,EU/1/17/1262,Human,Centralised
busulfan,Busilvex,EU/1/03/254,Human,Centralised
busulfan,Busulfan Fresenius Kabi,EU/1/14/951,Human,Centralised
busulfan,busulfan,,Human,Referral
"C1 inhibitor, human",Cinryze,EU/1/11/688,Human,Centralised
cabazitaxel,JEVTANA,EU/1/11/676,Human,Centralised
Cabergoline,Velactis,EU/2/15/192,Veterinary,Centralised
cabozantinib,CABOMETYX,EU/1/16/1136,Human,Centralised
cabozantinib,Cometriq,EU/1/13/890,Human,Centralised
Caffeine citrate,Peyona,EU/1/09/528,Human,Centralised
calcipotriol and betamethasone dipropionate,Daivobet and associated names,,Human,Referral
calcipotriol and betamethasone dipropionate,Dovobet,,Human,Referral
Calcitonin,Alciton,,Human,Referral
Calcitonin,Alfaton,,Human,Referral
Calcitonin,Alicitonin,,Human,Referral
Calcitonin,Arsipor,,Human,Referral
Calcitonin,Assocals,,Human,Referral
Calcitonin,Aurocalcin,,Human,Referral
Calcitonin,Brosidon,,Human,Referral
Calcitonin,Cadens,,Human,Referral
Calcitonin,Calc-up,,Human,Referral
Calcitonin,Calci-10,,Human,Referral
Calcitonin,Calcicontrol,,Human,Referral
Calcitonin,Calcideron,,Human,Referral
Calcitonin,Calcihexal,,Human,Referral
Calcitonin,Calciphar,,Human,Referral
Calcitonin,Calcistad,,Human,Referral
Calcitonin,Calcitherapy,,Human,Referral
Calcitonin,Calciton,,Human,Referral
Calcitonin,Calcitonin,,Human,Referral
Calcitonin,Calcitonin Rotexmedica,,Human,Referral
Calcitonin,Calcitonin 'Novartis',,Human,Referral
Calcitonin,Calcitonin / Target,,Human,Referral
Calcitonin,Calcitonin Jelfa,,Human,Referral
Calcitonin,Calcitonin Sandoz,,Human,Referral
Calcitonin,Calcitonin Stada,,Human,Referral
Calcitonin,Calcitonin-CT,,Human,Referral
Calcitonin,Calcitonin-ratiopharm,,Human,Referral
Calcitonin,Calcitonina Almirall,,Human,Referral
Calcitonin,Calcitonina Hubber,,Human,Referral
Calcitonin,Calcitonina Sandoz,,Human,Referral
Calcitonin,Calcitonina Wander,,Human,Referral
Calcitonin,Calcitonina de salmão Arrowblue,,Human,Referral
Calcitonin,Calcitonina de salmão Farmoz,,Human,Referral
Calcitonin,Calcitonina de salmão Generis,,Human,Referral
Calcitonin,Calcitonina de salmão Labesfal,,Human,Referral
Calcitonin,Calcitonina de salmão Ostinate,,Human,Referral
Calcitonin,Calcitonina de salmão Tolife,,Human,Referral
Calcitonin,Calcitonine Cédiat,,Human,Referral
Calcitonin,Calcitonine Pharmy ii,,Human,Referral
Calcitonin,Calcitonine Sandoz,,Human,Referral
Calcitonin,Calco,,Human,Referral
Calcitonin,Calcytonil,,Human,Referral
Calcitonin,Caloston,,Human,Referral
Calcitonin,Calsal,,Human,Referral
Calcitonin,Calsaton,,Human,Referral
Calcitonin,Calsyn,,Human,Referral
Calcitonin,Calsynar,,Human,Referral
Calcitonin,Caltec,,Human,Referral
Calcitonin,Cibacalcine,,Human,Referral
Calcitonin,Clarispren,,Human,Referral
Calcitonin,Crocalcin,,Human,Referral
Calcitonin,Doctadryle,,Human,Referral
Calcitonin,Farmicalcine,,Human,Referral
Calcitonin,Galcin,,Human,Referral
Calcitonin,Genecalcin,,Human,Referral
Calcitonin,Iamacalcin,,Human,Referral
Calcitonin,Iricalcin,,Human,Referral
Calcitonin,Karil,,Human,Referral
Calcitonin,Latonina,,Human,Referral
Calcitonin,Lixocam,,Human,Referral
Calcitonin,Miacalcic,,Human,Referral
Calcitonin,Miadenil,,Human,Referral
Calcitonin,Miakaril,,Human,Referral
Calcitonin,Mioser,,Human,Referral
Calcitonin,Moser,,Human,Referral
Calcitonin,Neostesin,,Human,Referral
Calcitonin,Nopremin,,Human,Referral
Calcitonin,Norcalcin,,Human,Referral
Calcitonin,Nylex,,Human,Referral
Calcitonin,Osanit,,Human,Referral
Calcitonin,Oseototal,,Human,Referral
Calcitonin,Osivan,,Human,Referral
Calcitonin,Ospor,,Human,Referral
Calcitonin,Osseocalcina,,Human,Referral
Calcitonin,Osteobion,,Human,Referral
Calcitonin,Osteodon,,Human,Referral
Calcitonin,Osteos,,Human,Referral
Calcitonin,Ostifix,,Human,Referral
Calcitonin,Ostoplus,,Human,Referral
Calcitonin,Ostostabil,,Human,Referral
Calcitonin,Ostulex,,Human,Referral
Calcitonin,Pluston,,Human,Referral
Calcitonin,Porostenina,,Human,Referral
Calcitonin,Rafacalcin,,Human,Referral
Calcitonin,Redicalcin,,Human,Referral
Calcitonin,Rothrin,,Human,Referral
Calcitonin,Sal-cal,,Human,Referral
Calcitonin,Salcat,,Human,Referral
Calcitonin,Salmocalcin,,Human,Referral
Calcitonin,Salmoten,,Human,Referral
Calcitonin,Staporos,,Human,Referral
Calcitonin,Steocalcin,,Human,Referral
Calcitonin,Tendolon,,Human,Referral
Calcitonin,Tonocalcin,,Human,Referral
Calcitonin,Tonocaltin,,Human,Referral
Calcitonin,Tosicalcin,,Human,Referral
Calcitonin,Transcalcium,,Human,Referral
Calcitonin,Ucecal,,Human,Referral
Calcitonin,Velkacalcin,,Human,Referral
Calcitonin,Zyoston,,Human,Referral
Calcitonin (salmon),Alciton,,Human,Referral
Calcitonin (salmon),Azucalcit,,Human,Referral
Calcitonin (salmon),Azucalcitoni,,Human,Referral
Calcitonin (salmon),Biocalcin,,Human,Referral
Calcitonin (salmon),Bionocalcin,,Human,Referral
Calcitonin (salmon),Bionocálcio,,Human,Referral
Calcitonin (salmon),Cadens Gé,,Human,Referral
Calcitonin (salmon),Calciben,,Human,Referral
Calcitonin (salmon),Calcibio,,Human,Referral
Calcitonin (salmon),Calcimon,,Human,Referral
Calcitonin (salmon),Calciosint,,Human,Referral
Calcitonin (salmon),Calcioton,,Human,Referral
Calcitonin (salmon),Calciplus,,Human,Referral
Calcitonin (salmon),Calcitene,,Human,Referral
Calcitonin (salmon),Calcitex,,Human,Referral
Calcitonin (salmon),Calcitonin,,Human,Referral
